"","Round","Team","HomeAway","No","Player","Mins","AST","BLK","FGA","FGM","FGpc","FlsOn","FTA","FTM","FTpc","Pts","REB","STL","ThreePA","ThreePM","ThreePpc","TO","TwoPA","TwoPM","TwoPpc"
"153","8","SYDUNI","HOME",31,"Taylor, A.",31.98,0,0,17,6,35,6,7,6,86,18,10,1,2,0,0,5,15,6,40
"154","8","SYDUNI","HOME",12,"Snell, B.",36.97,4,1,18,6,33,1,2,2,100,16,10,2,7,2,28,1,11,4,36
"155","8","SYDUNI","HOME",11,"Boag, C.",3.95,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"156","8","SYDUNI","HOME",6,"McLean, C.",5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0
"157","8","SYDUNI","HOME",3,"Moffatt, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","8","SYDUNI","HOME",5,"Hamson, J.",31.13,0,6,10,6,60,1,2,1,50,13,10,0,0,0,0,0,10,6,60
"159","8","SYDUNI","HOME",10,"Ebzery, K.",16.37,2,0,7,3,43,6,7,6,86,12,6,0,1,0,0,3,6,3,50
"160","8","SYDUNI","HOME",14,"McSpadden, L.",0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","8","SYDUNI","HOME",44,"Graham, S.",10.72,3,0,1,0,0,2,2,2,100,2,0,0,1,0,0,0,0,0,0
"162","8","SYDUNI","HOME",8,"Greaves, S.",10.23,1,0,1,1,100,1,0,0,0,2,4,0,0,0,0,1,1,1,100
"163","8","SYDUNI","HOME",2,"Walmsley, S.",19.72,1,0,2,2,100,0,0,0,0,6,3,0,2,2,100,1,0,0,0
"164","8","UCCAPS","AWAY",13,"Wehrung, A.",28.28,2,1,12,4,33,2,2,1,50,12,2,3,6,3,50,2,6,1,17
"165","8","UCCAPS","AWAY",9,"Bourne, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","8","UCCAPS","AWAY",20,"Paalvast, C.",11.08,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"167","8","UCCAPS","AWAY",5,"Magbegor, E.",5.33,0,1,3,1,33,1,1,1,100,3,1,0,0,0,0,0,3,1,33
"168","8","UCCAPS","AWAY",35,"Hooper, J.",27.25,1,1,12,6,50,0,0,0,0,14,10,0,6,2,33,0,6,4,67
"169","8","UCCAPS","AWAY",10,"Gaze, K.",17.28,3,0,3,1,33,2,2,2,100,4,0,0,1,0,0,1,2,1,50
"170","8","UCCAPS","AWAY",21,"Froling, K.",17.72,1,0,4,0,0,2,2,2,100,2,6,1,1,0,0,2,3,0,0
"171","8","UCCAPS","AWAY",22,"Scherf, L.",10.05,0,1,5,1,20,1,0,0,0,2,1,0,1,0,0,0,4,1,25
"172","8","UCCAPS","AWAY",23,"Rocci, M.",4.22,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"173","8","UCCAPS","AWAY",3,"Bass, M.",26.05,0,1,12,5,42,5,7,5,71,15,7,1,0,0,0,2,12,5,42
"174","8","UCCAPS","AWAY",7,"Hurst, N.",31.63,3,0,5,1,20,3,2,1,50,4,4,2,3,1,33,2,2,0,0
"175","8","UCCAPS","AWAY",12,"Jarry, R.",21,2,2,11,3,27,3,0,0,0,6,3,2,5,0,0,1,6,3,50
"176","9","UCCAPS","HOME",13,"Wehrung, A.",31.9,2,0,13,3,23,0,0,0,0,9,1,1,7,3,43,2,6,0,0
"177","9","UCCAPS","HOME",9,"Bourne, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","9","UCCAPS","HOME",20,"Paalvast, C.",5.45,0,0,1,1,100,0,0,0,0,2,0,0,0,0,0,1,1,1,100
"179","9","UCCAPS","HOME",5,"Magbegor, E.",6.05,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
"180","9","UCCAPS","HOME",35,"Hooper, J.",21.37,1,0,10,4,40,1,2,2,100,12,3,1,4,2,50,1,6,2,33
"181","9","UCCAPS","HOME",10,"Gaze, K.",16.18,2,0,7,2,28,0,0,0,0,4,2,0,3,0,0,0,4,2,50
"182","9","UCCAPS","HOME",21,"Froling, K.",24.05,2,0,8,4,50,2,2,0,0,10,5,1,4,2,50,2,4,2,50
"183","9","UCCAPS","HOME",22,"Scherf, L.",15.82,2,2,3,1,33,1,2,1,50,3,6,1,0,0,0,0,3,1,33
"184","9","UCCAPS","HOME",23,"Rocci, M.",2.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185","9","UCCAPS","HOME",3,"Bass, M.",20.67,1,1,9,3,33,3,2,2,100,8,4,1,0,0,0,1,9,3,33
"186","9","UCCAPS","HOME",7,"Hurst, N.",35.88,8,0,9,5,56,0,0,0,0,13,2,0,6,3,50,0,3,2,67
"187","9","UCCAPS","HOME",12,"Jarry, R.",20.25,2,0,10,4,40,2,4,3,75,11,2,2,0,0,0,1,10,4,40
"188","9","SYDUNI","AWAY",7,"Wilson, A.",28.75,3,1,8,3,38,2,4,2,50,10,4,0,3,2,67,4,5,1,20
"189","9","SYDUNI","AWAY",31,"Taylor, A.",30.12,2,0,19,10,53,9,8,7,88,27,7,2,1,0,0,4,18,10,56
"190","9","SYDUNI","AWAY",12,"Snell, B.",40,7,1,8,4,50,2,5,4,80,14,7,1,5,2,40,2,3,2,67
"191","9","SYDUNI","AWAY",11,"Boag, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","9","SYDUNI","AWAY",6,"McLean, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","9","SYDUNI","AWAY",3,"Moffatt, H.",9.93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"194","9","SYDUNI","AWAY",5,"Hamson, J.",32.92,0,3,7,5,71,0,0,0,0,10,15,0,0,0,0,1,7,5,71
"195","9","SYDUNI","AWAY",10,"Ebzery, K.",36.97,3,0,14,3,21,8,6,5,83,11,4,1,3,0,0,2,11,3,27
"196","9","SYDUNI","AWAY",14,"McSpadden, L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","9","SYDUNI","AWAY",44,"Graham, S.",3.92,0,0,2,1,50,1,3,3,100,5,1,0,0,0,0,1,2,1,50
"198","9","SYDUNI","AWAY",8,"Greaves, S.",14.32,1,0,4,2,50,0,0,0,0,4,2,0,0,0,0,0,4,2,50
"199","9","SYDUNI","AWAY",2,"Walmsley, S.",3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"200","10","PERTHLYNX","HOME",8,"Ciabattoni, A.",20.62,3,0,6,3,50,0,0,0,0,8,5,1,2,2,100,0,4,1,25
"201","10","PERTHLYNX","HOME",10,"Kunek, A.",33.07,3,1,17,5,28,7,4,4,100,16,5,0,5,2,40,0,12,3,25
"202","10","PERTHLYNX","HOME",3,"Dowe, A.",16.72,2,0,3,1,33,0,0,0,0,2,5,2,0,0,0,1,3,1,33
"203","10","PERTHLYNX","HOME",1,"Williams, C.",31.1,3,0,21,13,62,1,0,0,0,26,9,1,1,0,0,2,20,13,65
"204","10","PERTHLYNX","HOME",20,"Denehey, G.",1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","10","PERTHLYNX","HOME",30,"Miotti, I.",1.98,0,0,1,1,100,0,0,0,0,2,0,0,0,0,0,0,1,1,100
"206","10","PERTHLYNX","HOME",12,"Standish, K.",19.97,0,1,7,2,28,1,2,2,100,7,1,2,2,1,50,0,5,1,20
"207","10","PERTHLYNX","HOME",6,"Pirini, M.",3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","10","PERTHLYNX","HOME",9,"Burton, N.",23.27,1,3,4,2,50,1,2,2,100,6,5,1,0,0,0,1,4,2,50
"209","10","PERTHLYNX","HOME",11,"Thompson, O.",13.65,0,0,3,2,67,0,0,0,0,4,1,0,0,0,0,1,3,2,67
"210","10","PERTHLYNX","HOME",32,"Whitcomb, S.",32.18,5,0,12,4,33,5,2,2,100,12,5,2,8,2,25,2,4,2,50
"211","10","PERTHLYNX","HOME",24,"Fejo, T.",1.98,0,0,2,1,50,0,0,0,0,2,0,0,1,0,0,0,1,1,100
"212","10","UCCAPS","AWAY",13,"Wehrung, A.",28.22,1,0,9,2,22,3,2,2,100,6,4,0,1,0,0,5,8,2,25
"213","10","UCCAPS","AWAY",20,"Paalvast, C.",10.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","10","UCCAPS","AWAY",5,"Magbegor, E.",16.07,0,1,10,5,50,4,5,2,40,12,7,0,0,0,0,0,10,5,50
"215","10","UCCAPS","AWAY",35,"Hooper, J.",26.05,0,0,10,4,40,1,2,2,100,13,6,0,7,3,43,4,3,1,33
"216","10","UCCAPS","AWAY",10,"Gaze, K.",25.8,2,0,9,4,44,1,2,2,100,11,0,1,2,1,50,2,7,3,43
"217","10","UCCAPS","AWAY",21,"Froling, K.",12.52,0,0,4,0,0,1,2,1,50,1,1,0,2,0,0,1,2,0,0
"218","10","UCCAPS","AWAY",22,"Scherf, L.",16.02,1,0,5,4,80,0,0,0,0,8,10,0,0,0,0,0,5,4,80
"219","10","UCCAPS","AWAY",23,"Rocci, M.",12.68,2,0,4,2,50,4,3,2,67,7,0,0,1,1,100,2,3,1,33
"220","10","UCCAPS","AWAY",3,"Bass, M.",21.83,1,0,6,3,50,1,0,0,0,6,6,1,0,0,0,1,6,3,50
"221","10","UCCAPS","AWAY",7,"Hurst, N.",29.87,5,0,6,1,17,4,2,1,50,3,5,2,2,0,0,3,4,1,25
"222","11","MELBBOOM","HOME",15,"Grant, A.",7.23,0,0,5,3,60,1,0,0,0,6,2,0,0,0,0,0,5,3,60
"223","11","MELBBOOM","HOME",3,"Smart, B.",15.78,2,1,4,1,25,0,0,0,0,3,2,1,2,1,50,2,2,0,0
"224","11","MELBBOOM","HOME",8,"Cambage, E.",26.58,4,1,19,13,68,7,6,6,100,32,11,1,0,0,0,1,19,13,68
"225","11","MELBBOOM","HOME",11,"O'Hea, J.",28.23,2,0,6,3,50,4,3,3,100,9,5,1,2,0,0,3,4,3,75
"226","11","MELBBOOM","HOME",32,"Purcell, K.",25.13,5,0,5,2,40,1,2,1,50,5,12,1,0,0,0,2,5,2,40
"227","11","MELBBOOM","HOME",5,"Burton, K.",2.97,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
"228","11","MELBBOOM","HOME",2,"Tomlinson, L.",21.02,4,1,7,3,43,3,4,3,75,9,4,0,0,0,0,1,7,3,43
"229","11","MELBBOOM","HOME",23,"Garrick, M.",35.17,0,0,10,6,60,0,0,0,0,16,1,1,7,4,56,2,3,2,67
"230","11","MELBBOOM","HOME",14,"Conti, M.",10.28,2,0,2,1,50,0,0,0,0,3,2,2,1,1,100,2,1,0,0
"231","11","MELBBOOM","HOME",9,"Kalka, P.",2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","11","MELBBOOM","HOME",4,"Cole, R.",25.5,2,0,11,5,45,3,2,2,100,13,4,0,2,1,50,0,9,4,44
"233","11","MELBBOOM","HOME",6,"Ott, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","11","UCCAPS","AWAY",13,"Wehrung, A.",24.43,2,0,4,3,75,0,0,0,0,8,1,1,2,2,100,1,2,1,50
"235","11","UCCAPS","AWAY",20,"Paalvast, C.",13.12,1,1,3,2,67,0,0,0,0,4,2,1,0,0,0,0,3,2,67
"236","11","UCCAPS","AWAY",5,"Magbegor, E.",18.45,0,2,4,2,50,4,7,5,71,9,9,1,0,0,0,1,4,2,50
"237","11","UCCAPS","AWAY",35,"Hooper, J.",24.72,0,0,12,1,8,2,0,0,0,3,2,0,7,1,14,3,5,0,0
"238","11","UCCAPS","AWAY",10,"Gaze, K.",22.4,0,0,7,1,14,2,1,1,100,3,0,0,2,0,0,1,5,1,20
"239","11","UCCAPS","AWAY",21,"Froling, K.",15.32,1,0,6,2,33,0,0,0,0,4,3,0,2,0,0,0,4,2,50
"240","11","UCCAPS","AWAY",22,"Scherf, L.",15.7,2,0,11,4,36,1,1,1,100,11,7,1,4,2,50,5,7,2,28
"241","11","UCCAPS","AWAY",23,"Rocci, M.",18.02,1,0,7,2,28,3,0,0,0,4,2,2,2,0,0,2,5,2,40
"242","11","UCCAPS","AWAY",3,"Bass, M.",16.55,4,1,9,6,67,1,0,0,0,12,3,2,0,0,0,1,9,6,67
"243","11","UCCAPS","AWAY",7,"Hurst, N.",31.18,7,0,11,3,27,4,2,2,100,8,2,2,3,0,0,0,8,3,38
"244","12","UCCAPS","HOME",13,"Wehrung, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","12","UCCAPS","HOME",9,"Bourne, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","12","UCCAPS","HOME",20,"Paalvast, C.",12.15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"247","12","UCCAPS","HOME",5,"Magbegor, E.",15.83,0,1,10,7,70,2,3,2,67,16,4,1,0,0,0,0,10,7,70
"248","12","UCCAPS","HOME",35,"Hooper, J.",26.42,1,0,8,4,50,1,0,0,0,9,3,0,3,1,33,1,5,3,60
"249","12","UCCAPS","HOME",10,"Gaze, K.",31.72,2,0,13,4,31,2,0,0,0,11,2,0,11,3,27,1,2,1,50
"250","12","UCCAPS","HOME",21,"Froling, K.",27.55,3,0,5,5,100,0,0,0,0,10,4,1,0,0,0,1,5,5,100
"251","12","UCCAPS","HOME",22,"Scherf, L.",14.4,2,1,8,1,13,0,0,0,0,2,3,0,1,0,0,0,7,1,14
"252","12","UCCAPS","HOME",23,"Rocci, M.",15.55,0,0,2,1,50,5,6,5,83,7,1,2,0,0,0,0,2,1,50
"253","12","UCCAPS","HOME",3,"Bass, M.",22.92,2,0,13,4,31,3,5,4,80,12,7,0,1,0,0,2,12,4,33
"254","12","UCCAPS","HOME",7,"Hurst, N.",33.45,7,0,12,6,50,0,0,0,0,13,7,1,2,1,50,2,10,5,50
"255","12","BENSPIRIT","AWAY",8,"Hurst, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","12","BENSPIRIT","AWAY",22,"KARAITIANA, A.",17.47,0,0,5,2,40,1,0,0,0,4,1,0,2,0,0,2,3,2,67
"257","12","BENSPIRIT","AWAY",11,"Spencer, A.",7.2,0,0,3,1,33,1,0,0,0,2,0,1,1,0,0,0,2,1,50
"258","12","BENSPIRIT","AWAY",44,"Laney, B.",37.35,6,0,14,10,71,2,2,1,50,23,4,2,3,2,67,4,11,8,73
"259","12","BENSPIRIT","AWAY",21,"Rolph, E.",6.68,0,0,1,1,100,1,2,2,100,4,1,0,0,0,0,1,1,1,100
"260","12","BENSPIRIT","AWAY",20,"Richards, G.",34.05,1,2,10,5,50,5,6,5,83,15,7,0,0,0,0,1,10,5,50
"261","12","BENSPIRIT","AWAY",7,"OLIVER, H.",33.03,1,0,4,2,50,4,2,2,100,6,5,0,0,0,0,0,4,2,50
"262","12","BENSPIRIT","AWAY",15,"Rennie, J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","12","BENSPIRIT","AWAY",3,"Tessari, K.",1.57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"264","12","BENSPIRIT","AWAY",34,"Wild, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","12","BENSPIRIT","AWAY",12,"Payne, N.",37.78,3,0,9,6,67,1,0,0,0,16,4,0,5,4,80,2,4,2,50
"266","12","BENSPIRIT","AWAY",1,"Banham, R.",24.8,5,0,8,4,50,4,3,3,100,13,6,0,5,2,40,1,3,2,67
"267","13","PERTHLYNX","HOME",8,"Ciabattoni, A.",19.43,4,1,6,3,50,1,0,0,0,7,5,0,3,1,33,2,3,2,67
"268","13","PERTHLYNX","HOME",10,"Kunek, A.",27.98,3,1,7,3,43,3,2,1,50,8,2,0,4,1,25,3,3,2,67
"269","13","PERTHLYNX","HOME",3,"Dowe, A.",5.13,0,0,2,1,50,0,0,0,0,2,0,0,0,0,0,0,2,1,50
"270","13","PERTHLYNX","HOME",7,"Farnworth, A.",17.37,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0
"271","13","PERTHLYNX","HOME",1,"Williams, C.",32.57,4,1,27,12,44,1,0,0,0,25,10,3,2,1,50,0,25,11,44
"272","13","PERTHLYNX","HOME",30,"Miotti, I.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","13","PERTHLYNX","HOME",12,"Standish, K.",23.73,0,1,10,5,50,1,2,2,100,14,3,0,5,2,40,1,5,3,60
"274","13","PERTHLYNX","HOME",6,"Pirini, M.",1.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"275","13","PERTHLYNX","HOME",9,"Burton, N.",25,0,0,5,2,40,2,2,1,50,5,7,0,0,0,0,1,5,2,40
"276","13","PERTHLYNX","HOME",11,"Thompson, O.",13.93,0,0,3,3,100,1,0,0,0,6,4,1,0,0,0,0,3,3,100
"277","13","PERTHLYNX","HOME",32,"Whitcomb, S.",33.68,4,0,14,6,43,7,8,7,88,22,3,3,9,3,33,3,5,3,60
"278","13","PERTHLYNX","HOME",24,"Fejo, T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","13","UCCAPS","AWAY",13,"Wehrung, A.",21.88,2,0,6,5,83,2,0,0,0,13,3,1,4,3,75,4,2,2,100
"280","13","UCCAPS","AWAY",20,"Paalvast, C.",14.3,2,1,2,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0
"281","13","UCCAPS","AWAY",5,"Magbegor, E.",20.57,2,2,4,3,75,3,4,2,50,8,2,2,0,0,0,3,4,3,75
"282","13","UCCAPS","AWAY",35,"Hooper, J.",30.3,0,0,18,9,50,1,0,0,0,20,6,1,9,2,22,1,9,7,78
"283","13","UCCAPS","AWAY",10,"Gaze, K.",21.32,0,0,6,1,17,2,2,1,50,4,0,0,3,1,33,0,3,0,0
"284","13","UCCAPS","AWAY",21,"Froling, K.",16.45,0,1,4,2,50,3,0,0,0,4,1,0,1,0,0,0,3,2,67
"285","13","UCCAPS","AWAY",22,"Scherf, L.",21.6,3,0,12,4,33,2,0,0,0,8,6,0,2,0,0,2,10,4,40
"286","13","UCCAPS","AWAY",23,"Rocci, M.",6.22,0,0,3,2,67,2,2,1,50,5,1,0,0,0,0,0,3,2,67
"287","13","UCCAPS","AWAY",7,"Hurst, N.",33.77,7,0,7,3,43,2,0,0,0,6,3,0,2,0,0,0,5,3,60
"288","13","UCCAPS","AWAY",12,"Jarry, R.",13.52,2,0,2,2,100,3,6,4,67,8,1,0,0,0,0,3,2,2,100
"289","14","MELBBOOM","HOME",15,"Grant, A.",10.77,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0
"290","14","MELBBOOM","HOME",3,"Smart, B.",16.8,0,0,7,3,43,0,0,0,0,6,1,0,1,0,0,3,6,3,50
"291","14","MELBBOOM","HOME",8,"Cambage, E.",24.88,2,0,18,15,83,9,10,6,60,36,14,1,0,0,0,0,18,15,83
"292","14","MELBBOOM","HOME",11,"O'Hea, J.",26.87,5,0,9,5,56,3,2,2,100,13,7,2,4,1,25,2,5,4,80
"293","14","MELBBOOM","HOME",32,"Purcell, K.",26.35,4,1,5,3,60,0,0,0,0,6,8,3,1,0,0,4,4,3,75
"294","14","MELBBOOM","HOME",5,"Burton, K.",2.48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"295","14","MELBBOOM","HOME",2,"Tomlinson, L.",15.08,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
"296","14","MELBBOOM","HOME",23,"Garrick, M.",30.1,1,0,14,5,36,3,0,0,0,13,1,1,7,3,43,0,7,2,28
"297","14","MELBBOOM","HOME",14,"Conti, M.",12.87,1,1,3,1,33,3,6,6,100,8,0,0,2,0,0,4,1,1,100
"298","14","MELBBOOM","HOME",9,"Kalka, P.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","14","MELBBOOM","HOME",4,"Cole, R.",27.12,4,1,6,4,67,2,2,1,50,10,5,0,1,1,100,3,5,3,60
"300","14","MELBBOOM","HOME",6,"Ott, R.",6.58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"301","14","UCCAPS","AWAY",13,"Wehrung, A.",19.05,0,1,4,0,0,0,0,0,0,0,3,0,1,0,0,1,3,0,0
"302","14","UCCAPS","AWAY",20,"Paalvast, C.",12.02,0,1,2,0,0,1,0,0,0,0,3,3,0,0,0,1,2,0,0
"303","14","UCCAPS","AWAY",5,"Magbegor, E.",14.82,0,0,6,3,50,3,3,2,67,8,1,3,0,0,0,0,6,3,50
"304","14","UCCAPS","AWAY",35,"Hooper, J.",20.35,1,0,10,3,30,0,0,0,0,9,5,1,8,3,38,0,2,0,0
"305","14","UCCAPS","AWAY",10,"Gaze, K.",21.18,2,0,7,2,28,0,0,0,0,5,2,0,4,1,25,0,3,1,33
"306","14","UCCAPS","AWAY",21,"Froling, K.",17.93,1,0,5,2,40,4,8,4,50,9,4,1,1,1,100,1,4,1,25
